text,label
"Induction of vaginal delivery of viable male, Apgars 8 and 9.  Term pregnancy and oossible rupture of membranes, prolonged.",1
"Left flank pain, ureteral stone.",0
"Coronary artery bypass grafting (CABG) x2, left internal mammary artery to the left anterior descending and reverse saphenous vein graft to the circumflex, St. Jude proximal anastomosis used for vein graft.  Off-pump Medtronic technique for left internal mammary artery, and a BIVAD technique for the circumflex.",1
Therapeutic recreation initial evaluation.  Patient is a 54-year-old male admitted with diagnosis of CVA with right hemiparesis.,0
"Congestion, tactile temperature.",0
Post-surgical medical management; right total knee replacement.,0
"Patient with wrist pain and swelling, status post injury.",0
"Patient suffers from neck and lower back pain radiating into both arms and both legs with numbness, paraesthesia, and tingling in both arms.",1
Bilateral tympanostomy with myringotomy tube placement.    The patient is a 1-year-old male with a history of chronic otitis media with effusion and conductive hearing loss refractory to outpatient medical therapy.,1
Greater trochanteric bursal injection.,1
Port insertion through the right subclavian vein percutaneously under radiological guidance.  Metastatic carcinoma of the bladder and bowel obstruction.,1
"Endoscopic release of left transverse carpal ligament.  Steroid injection, stenosing tenosynovitis of right middle finger.",1
"MGUS.  His bone marrow biopsy showed a normal cellular bone marrow; however, there were 10% plasma cells and we proceeded with the workup for a plasma cell dyscrasia.  All his tests came back as consistent with an MGUS.",1
Iron deficiency anemia.  She underwent a bone marrow biopsy which showed a normal cellular marrow with trilineage hematopoiesis.,1
Noncontrast CT abdomen and pelvis per renal stone protocol.,0
Placement of left ventriculostomy via twist drill.  Massive intraventricular hemorrhage with hydrocephalus and increased intracranial pressure.,1
"Abnormal cardiac enzyme profile.  The patient is a 66-year-old gentleman, was brought into emergency room with obtundation.  The patient was mechanically ventilated originally.  His initial diagnosis was septic shock.  His labs showed elevated cardiac enzyme profile.",0
CT Brain - arachnoid cyst Arachnoid cyst diagnosed by CT brain.,0
The patient returns for followup evaluation 21 months after undergoing prostate fossa irradiation for recurrent Gleason 8 adenocarcinoma.    Concerning slow ongoing rise in PSA.,1
Parotidectomy procedure,1
The patient states that he feels sick and weak.,0
HCT: Subdural hemorrhage.,0
This patient was seen in clinic for a school physical.,0
"The patient is a 60-year-old female patient who off and on for the past 10 to 12 months has had almost daily diarrhea, nausea, inability to eat.",0
"He is a 67-year-old man who suffers from chronic anxiety and coronary artery disease and DJD.  He has been having some chest pains, but overall he does not sound too concerning.  He does note some more shortness of breath than usual.  He has had no palpitations or lightheadedness.  No problems with edema.",1
"Chronic cholecystitis, cholelithiasis, and liver cyst.  Laparoscopic cholecystectomy and excision of liver cyst.  Exploration of the abdomen revealed multiple adhesions of omentum overlying the posterior aspect of the gallbladder.",1
"Grade 1 compound fracture, right mid-shaft radius and ulna with complete displacement and shortening.   Irrigation and debridement of skin subcutaneous tissues, muscle, and bone, right forearm.  Open reduction, right both bone forearm fracture with placement of long-arm cast.",1
"Sick sinus syndrome, atrial fibrillation, pacemaker dependent, mild cardiomyopathy with ejection fraction 40% and no significant decompensation, and dementia of Alzheimer's disease with short and long term memory dysfunction",1
CT of the abdomen and pelvis without contrast.,1
"Patient experienced a single episode of his vision decreasing.  During the episode, he felt nauseated and possibly lightheaded.  His wife was present and noted that he looked extremely pale.",0
"Cystourethroscopy, bilateral retrograde pyelogram, and transurethral resection of bladder tumor of 1.5 cm in size.  Recurrent bladder tumor and history of bladder carcinoma.",1
MRI - Arteriovenous malformation with hemorrhage.,0
Open radical retropubic prostatectomy with bilateral lymph node dissection.,1
"Management of end-stage renal disease (ESRD), the patient on chronic hemodialysis, being admitted for chest pain.",0
"Pars plana vitrectomy, pars plana lensectomy, exploration of exit wound, closure of perforating corneal scleral laceration involving uveal tissue, air-fluid exchange, C3F8 gas, and scleral buckling, right eye.",1
Recurrent bladder tumor.  The patient on recent followup cystoscopy for transitional cell carcinomas of the bladder neck was found to have a 5-cm area of papillomatosis just above the left ureteric orifice.,1
"Exercise stress test with nuclear scan for chest pain.  Chest pain resolved after termination of exercise. Good exercise duration, tolerance and double product.  Normal nuclear myocardial perfusion scan.",1
"Exploratory laparotomy, release of small bowel obstruction, and repair of periumbilical hernia.  Acute small bowel obstruction and incarcerated umbilical Hernia.",1
The patient comes in today because of feeling lightheaded and difficulty keeping his balance.,0
"Incision and drainage and excision of the olecranon bursa, left elbow.  Acute infected olecranon bursitis, left elbow.",1
Patient has a past history of known hyperthyroidism and a recent history of atrial fibrillation and congestive cardiac failure with an ejection fraction of 20%-25%.,0
"This 61-year-old retailer who presents with acute shortness of breath, hypertension, found to be in acute pulmonary edema.   No confirmed prior history of heart attack, myocardial infarction, heart failure.",1
"Right total knee arthroplasty - Osteoarthritis, right knee.",1
"Patient with Hypertension, atrial fibrillation, large cardioembolic stroke initially to the right brain requesting medical management",0
Complaint of left otalgia (serous otitis) and headache.  History of atopic dermatitis.,0
"Exploratory laparotomy, total abdominal hysterectomy, bilateral salpingo-oophorectomy, right and left pelvic lymphadenectomy, common iliac lymphadenectomy, and endometrial cancer staging procedure.",1
"First Pap smear, complaining of irregular periods.  - Menorrhagia, pelvic pain, dysmenorrhea, and irregular periods.",0
"Circumcision.   A dorsal slit was made, and the prepuce was dissected away from the glans penis.",1
"The patient is a 26-year-old gravida 2, para 1-0-0-1, at 28-1/7 weeks who presents to the emergency room with left lower quadrant pain, reports no bowel movement in two weeks as well as nausea and vomiting for the last 24 hours or so.  She states that she has not voided in the last 24 hours as well due to pain.",0
Vitrectomy opening.  A limited conjunctival peritomy was created with Westcott scissors to expose the supranasal and separately the supratemporal and inferotemporal quadrants.,1
"Congestive heart failure (CHF).  The patient is a 75-year-old gentleman presented through the emergency room.  Symptoms are of shortness of breath, fatigue, and tiredness.  Main complaints are right-sided and abdominal pain.  Initial blood test in the emergency room showed elevated BNP suggestive of congestive heart failure.",0
Left third digit numbness and wrist pain.,0
Ultrasound of the right mandibular region.,0
"Psychiatric consultation has been requested as the patient has been noncompliant with treatment, leave the unit, does not return when requested, and it was unclear as to whether this is secondary to confusion or willful behavior.",0
Duplex ultrasound of legs,0
A 66-year-old patient who came to the emergency room because she was feeling dizzy and was found to be tachycardic and hypertensive.,0
MRI L-S-Spine for Cauda Equina Syndrome secondary to L3-4 disc herniation - Low Back Pain (LBP) with associated BLE weakness.,0
Mental status changes after a fall.  She sustained a concussion with postconcussive symptoms and syndrome that has resolved.,0
"Patient seen initially with epigastric and right upper quadrant abdominal pain, nausea, dizziness, and bloating.",0
Left masticator space infection secondary to necrotic tooth #17.  Extraoral incision and drainage of facial space infection and extraction of necrotic tooth #17.,0
Back injury with RLE radicular symptoms.  The patient is a 52-year-old male who is here for independent medical evaluation.,0
Coil embolization of patent ductus arteriosus.,1
Left partial nephrectomy due to left renal mass.,1
"A 41-year-old African-American male with a history of bipolar affective disorder, was admitted for noncompliance to the outpatient treatment and increased mood lability.",0
"Excisional biopsy with primary closure of a 4 mm right lateral base of tongue lesion.  Right lateral base of tongue lesion, probable cancer.",1
Sample Radiology report of knee (growth arrest lines).,0
Ultrasound of pelvis - menorrhagia.,1
Newly diagnosed T-cell lymphoma.  The patient reports swelling in his left submandibular region that occurred all of a sudden about a month and a half ago.,0
